User_ID;Age;Age_Range;Country;Streaming Platform;Top Genre;Hours Streamed Per Day_Decimal;Number of Songs Liked;Most Played Artist;Subscription Type;Listening Time (Morning/Afternoon/Night);Discover Weekly Engagement %;Discover Weekly_Categories;Repeat Song Rate %;Repeat Song Rate_Categories
U1233;41;Adults;Germany;YouTube;Jazz;3,7;15;Drake;Premium;Night;58,7;High;13,88;Low
U1234;21;Young Adults;Japan;Spotify;Pop;0,8;165;Adele;Premium;Afternoon;58,8;High;66,98;High
U1235;59;Seniors;Canada;Tidal;Reggae;0,7;337;Taylor Swift;Free;Afternoon;79,1;Very High;40,26;Medium
U1236;55;Seniors;Australia;Deezer;EDM;4,9;272;Post Malone;Premium;Afternoon;32,1;Medium;9,22;Low
U1237;52;Seniors;India;Spotify;Classical;2,3;228;BTS;Free;Night;12;Low;65,55;High
U1238;48;Seniors;USA;Spotify;Reggae;2,7;378;Post Malone;Premium;Morning;8,9;Low;73,29;High
U1239;31;Adults;France;Spotify;Jazz;9,8;195;Post Malone;Free;Night;61,8;High;20,37;Low
U1240;49;Seniors;Germany;Amazon Music;Metal;8,8;71;The Weeknd;Premium;Afternoon;40,5;Medium;78,09;Very High
U1241;41;Adults;Brazil;Amazon Music;Pop;1,7;92;Adele;Premium;Morning;7,4;Low;17,92;Low
U1242;38;Adults;UK;Spotify;Hip-Hop;4,7;454;Post Malone;Premium;Afternoon;10,4;Low;3,61;Low
U1243;42;Adults;Germany;YouTube;Country;5,6;29;Bad Bunny;Free;Night;63,3;High;62,01;High
U1244;40;Adults;Australia;Spotify;R&B;2;212;The Weeknd;Premium;Morning;53,8;High;76,46;Very High
U1245;29;Adults;Brazil;YouTube;Metal;8,7;396;Drake;Free;Night;43,4;Medium;16,76;Low
U1246;42;Adults;Brazil;YouTube;Rock;9,3;251;The Weeknd;Premium;Afternoon;38,8;Medium;14,55;Low
U1247;18;Young Adults;USA;YouTube;Reggae;6;45;Adele;Free;Morning;52,3;High;25,91;Medium
U1248;34;Adults;UK;Spotify;Jazz;3,2;339;BTS;Free;Night;89;Very High;23,28;Low
U1249;37;Adults;USA;Deezer;Metal;2,4;379;Drake;Free;Morning;55;High;59,23;High
U1250;16;Youth;South Korea;Apple Music;Country;3,8;380;Post Malone;Free;Night;68,6;High;72,16;High
U1251;42;Adults;Brazil;YouTube;Pop;0,6;115;Dua Lipa;Premium;Night;21,8;Low;70,43;High
U1252;21;Young Adults;India;YouTube;Pop;9,3;232;Adele;Free;Night;79,2;Very High;41,87;Medium
U1253;42;Adults;Canada;Spotify;Reggae;7,8;154;Drake;Premium;Morning;11,4;Low;63,59;High
U1254;16;Youth;South Korea;Deezer;EDM;3,9;295;Bad Bunny;Free;Morning;90;Very High;4,09;Low
U1255;42;Adults;Germany;Deezer;Reggae;9,4;59;BTS;Premium;Morning;61,6;High;9,87;Low
U1256;40;Adults;South Korea;Tidal;EDM;3,7;101;Post Malone;Free;Morning;60,4;High;43,18;Medium
U1257;24;Young Adults;USA;Spotify;EDM;3,7;46;The Weeknd;Premium;Morning;41,1;Medium;48,25;Medium
U1258;35;Adults;South Korea;Spotify;EDM;0,6;125;Post Malone;Free;Morning;69,3;High;28,79;Medium
U1259;18;Young Adults;USA;Amazon Music;Reggae;8,2;417;Bad Bunny;Premium;Afternoon;72,3;High;6,65;Low
U1260;28;Adults;Germany;Amazon Music;R&B;9,8;162;Ed Sheeran;Free;Morning;32,5;Medium;63,37;High
U1261;41;Adults;Australia;Deezer;EDM;6,8;469;Taylor Swift;Free;Morning;67,9;High;41,21;Medium
U1262;44;Seniors;South Korea;Tidal;Pop;10;5;Adele;Free;Afternoon;7,6;Low;0,51;Low
U1263;21;Young Adults;India;Spotify;Metal;0,9;268;Billie Eilish;Free;Night;52;High;65,41;High
U1264;22;Young Adults;Germany;YouTube;EDM;9,6;112;The Weeknd;Free;Afternoon;36,4;Medium;43,05;Medium
U1265;43;Adults;France;Apple Music;EDM;3,9;263;Dua Lipa;Premium;Morning;81,3;Very High;67,13;High
U1266;36;Adults;UK;Apple Music;Rock;4,7;99;Adele;Premium;Night;83,5;Very High;0,64;Low
U1267;40;Adults;Australia;Apple Music;Rock;8;320;The Weeknd;Premium;Afternoon;69,7;High;71,07;High
U1268;25;Adults;USA;Apple Music;Jazz;3,7;203;Ed Sheeran;Premium;Morning;86,2;Very High;69,53;High
U1269;59;Seniors;Brazil;Apple Music;Pop;10;179;Post Malone;Premium;Morning;20,8;Low;50,24;High
U1270;48;Seniors;Australia;Apple Music;EDM;1,3;123;Post Malone;Free;Afternoon;7,9;Low;53,02;High
U1271;24;Young Adults;USA;Amazon Music;Jazz;4,3;188;Bad Bunny;Free;Afternoon;3,1;Low;58,33;High
U1272;52;Seniors;France;YouTube;EDM;8,2;234;The Weeknd;Free;Night;27,2;Medium;11,78;Low
U1273;49;Seniors;Brazil;Deezer;Pop;9,1;48;Post Malone;Free;Morning;87,6;Very High;4,44;Low
U1274;49;Seniors;Japan;Amazon Music;Country;3,9;481;Taylor Swift;Free;Afternoon;84;Very High;57,83;High
U1275;37;Adults;UK;Deezer;Classical;5;112;Adele;Premium;Night;86,6;Very High;13,13;Low
U1276;33;Adults;Canada;Tidal;R&B;3,7;259;Billie Eilish;Premium;Night;61,3;High;11,73;Low
U1277;53;Seniors;USA;Tidal;Reggae;8,6;377;Taylor Swift;Free;Afternoon;83,2;Very High;58,45;High
U1278;22;Young Adults;Canada;YouTube;Reggae;4;349;Post Malone;Premium;Night;3,5;Low;17,04;Low
U1279;60;Seniors;South Korea;Apple Music;EDM;5,5;99;BTS;Free;Night;29,7;Medium;67,42;High
U1280;35;Adults;Canada;YouTube;Metal;3,4;435;Bad Bunny;Free;Night;60,5;High;11,22;Low
U1281;41;Adults;Australia;Tidal;Pop;4,7;148;The Weeknd;Free;Night;58,4;High;76,67;Very High
U1282;56;Seniors;India;Deezer;Hip-Hop;9,7;228;Drake;Free;Afternoon;83,1;Very High;6,03;Low
U1283;55;Seniors;USA;YouTube;Pop;0,5;155;The Weeknd;Premium;Afternoon;42,8;Medium;36,96;Medium
U1284;32;Adults;South Korea;Deezer;Rock;6,8;333;BTS;Premium;Afternoon;11,8;Low;22,71;Low
U1285;39;Adults;USA;Apple Music;Country;5,7;437;BTS;Premium;Morning;70,1;High;64,62;High
U1286;50;Seniors;Germany;Spotify;Hip-Hop;5,8;480;The Weeknd;Free;Night;56,8;High;75,33;Very High
U1287;59;Seniors;South Korea;Amazon Music;Reggae;5,2;428;BTS;Premium;Night;74,9;High;20,09;Low
U1288;52;Seniors;Australia;Tidal;Rock;4,7;103;Dua Lipa;Premium;Morning;78,3;Very High;25,58;Medium
U1289;32;Adults;USA;Tidal;Metal;5,3;107;Ed Sheeran;Premium;Morning;72,6;High;18,39;Low
U1290;36;Adults;France;YouTube;Metal;0,4;108;Adele;Premium;Afternoon;33,1;Medium;57,81;High
U1291;37;Adults;Brazil;Spotify;R&B;6,8;267;Dua Lipa;Premium;Afternoon;78,2;Very High;62,43;High
U1292;13;Youth;South Korea;Deezer;Classical;7,4;256;Ed Sheeran;Free;Morning;38,7;Medium;79,12;Very High
U1293;27;Adults;South Korea;Tidal;Pop;6,2;348;Bad Bunny;Free;Morning;89;Very High;7,06;Low
U1294;58;Seniors;France;Tidal;Reggae;9,9;102;Billie Eilish;Premium;Afternoon;24,1;Low;15,49;Low
U1295;21;Young Adults;France;Tidal;Hip-Hop;6,5;479;Bad Bunny;Free;Night;52,2;High;52,88;High
U1296;58;Seniors;Japan;Tidal;EDM;6,1;464;Billie Eilish;Premium;Morning;48,3;Medium;77,46;Very High
U1297;32;Adults;UK;Deezer;EDM;0,7;349;The Weeknd;Free;Night;12,4;Low;7,47;Low
U1298;21;Young Adults;Germany;Deezer;Rock;5;8;Billie Eilish;Free;Night;16,6;Low;32,53;Medium
U1299;40;Adults;Canada;YouTube;Pop;4,2;310;The Weeknd;Premium;Morning;38,3;Medium;13,11;Low
U1300;49;Seniors;Brazil;Tidal;Country;2,8;364;Bad Bunny;Premium;Night;13,9;Low;21,75;Low
U1301;46;Seniors;France;YouTube;Reggae;6,9;262;The Weeknd;Premium;Night;10,2;Low;7,29;Low
U1302;21;Young Adults;Japan;Deezer;Classical;7,3;384;Bad Bunny;Free;Night;88,1;Very High;55,47;High
U1303;51;Seniors;Germany;Amazon Music;Reggae;0,5;375;Drake;Premium;Morning;76,3;Very High;57,01;High
U1304;16;Youth;USA;Amazon Music;Country;9,4;131;Dua Lipa;Free;Afternoon;65,5;High;64,52;High
U1305;40;Adults;UK;Amazon Music;Metal;2,5;50;Taylor Swift;Premium;Morning;45,8;Medium;5,16;Low
U1306;14;Youth;Japan;YouTube;R&B;2;433;Bad Bunny;Free;Afternoon;75,3;Very High;30,97;Medium
U1307;26;Adults;South Korea;Apple Music;Classical;0,2;143;Ed Sheeran;Free;Afternoon;17,8;Low;37,73;Medium
U1308;52;Seniors;USA;Deezer;Hip-Hop;3,3;44;Billie Eilish;Premium;Night;14,8;Low;52,91;High
U1309;48;Seniors;USA;Spotify;Rock;9;274;Bad Bunny;Premium;Night;10,6;Low;32,93;Medium
U1310;58;Seniors;India;YouTube;Jazz;2,7;354;Drake;Premium;Afternoon;46,5;Medium;6,84;Low
U1311;46;Seniors;France;Tidal;Classical;7;129;Post Malone;Free;Night;24,8;Low;43,35;Medium
U1312;31;Adults;Australia;Tidal;Pop;5,5;237;Ed Sheeran;Premium;Morning;67,1;High;5,51;Low
U1313;23;Young Adults;India;Spotify;Reggae;4,8;491;Bad Bunny;Premium;Night;8,9;Low;10,41;Low
U1314;39;Adults;India;Tidal;R&B;5,5;166;Post Malone;Premium;Afternoon;39,3;Medium;33,19;Medium
U1315;13;Youth;France;Deezer;Rock;4,7;333;Drake;Free;Morning;44,5;Medium;14,54;Low
U1316;25;Adults;Australia;Apple Music;Classical;5,2;170;BTS;Free;Afternoon;84,4;Very High;1,15;Low
U1317;44;Seniors;Australia;Tidal;Pop;9,3;280;Post Malone;Free;Afternoon;24,1;Low;56,76;High
U1318;56;Seniors;Brazil;Spotify;Classical;7,9;201;Bad Bunny;Free;Afternoon;45,5;Medium;19,47;Low
U1319;16;Youth;India;YouTube;EDM;6,6;417;Billie Eilish;Free;Night;25,1;Medium;22,45;Low
U1320;14;Youth;UK;Spotify;Classical;4,5;312;Drake;Premium;Night;32,6;Medium;78,32;Very High
U1321;48;Seniors;Australia;Amazon Music;Metal;3,2;214;Drake;Free;Morning;83,1;Very High;41,99;Medium
U1322;45;Seniors;France;Tidal;Metal;7,3;35;Post Malone;Premium;Afternoon;41,9;Medium;32,34;Medium
U1323;22;Young Adults;Brazil;Deezer;Metal;3,4;396;Drake;Premium;Afternoon;11,2;Low;7,31;Low
U1324;16;Youth;USA;Deezer;EDM;8,6;49;The Weeknd;Free;Night;45,3;Medium;23,98;Low
U1325;28;Adults;Brazil;Deezer;Pop;1,4;435;Billie Eilish;Free;Morning;11,3;Low;1,78;Low
U1326;49;Seniors;South Korea;Spotify;Classical;8,4;445;The Weeknd;Free;Night;13,3;Low;23,56;Low
U1327;23;Young Adults;India;Apple Music;Jazz;4;62;Ed Sheeran;Free;Night;51,1;High;62,99;High
U1328;36;Adults;Japan;Spotify;R&B;8,8;277;Bad Bunny;Premium;Morning;66,1;High;77,34;Very High
U1329;49;Seniors;Australia;Tidal;EDM;4,9;53;Ed Sheeran;Free;Afternoon;26,8;Medium;23,79;Low
U1330;35;Adults;USA;Tidal;EDM;2,6;3;Taylor Swift;Free;Morning;20,9;Low;29,16;Medium
U1331;43;Adults;France;Spotify;EDM;2,7;111;Post Malone;Premium;Morning;29,8;Medium;13,32;Low
U1332;41;Adults;South Korea;Deezer;Metal;3,5;356;Billie Eilish;Premium;Morning;45,2;Medium;67,56;High
U1333;36;Adults;Japan;YouTube;Country;0,8;190;Drake;Premium;Afternoon;67,7;High;47,01;Medium
U1334;24;Young Adults;France;Apple Music;EDM;9,4;389;Bad Bunny;Free;Afternoon;37,2;Medium;6,99;Low
U1335;19;Young Adults;South Korea;Deezer;Metal;8,1;204;Post Malone;Premium;Afternoon;52,2;High;54,08;High
U1336;59;Seniors;USA;Spotify;Reggae;6,6;231;Dua Lipa;Free;Night;47,4;Medium;5,44;Low
U1337;60;Seniors;UK;Amazon Music;R&B;6,8;322;Taylor Swift;Premium;Night;15,3;Low;40,76;Medium
U1338;35;Adults;India;Deezer;Rock;4,8;461;Bad Bunny;Free;Night;54,3;High;65,77;High
U1339;34;Adults;USA;Tidal;R&B;0,2;50;Drake;Free;Night;56,9;High;62,56;High
U1340;20;Young Adults;Brazil;Deezer;Classical;9;106;Adele;Free;Night;80,8;Very High;25,16;Medium
U1341;21;Young Adults;Canada;Deezer;Pop;4,3;388;Ed Sheeran;Free;Morning;8,5;Low;4,52;Low
U1342;58;Seniors;Canada;Apple Music;Pop;3,9;456;Ed Sheeran;Premium;Night;81,9;Very High;75,71;Very High
U1343;46;Seniors;Germany;Spotify;Country;6,1;123;Drake;Free;Afternoon;44,1;Medium;74,97;High
U1344;43;Adults;UK;Apple Music;Reggae;1,6;213;Adele;Free;Night;29,1;Medium;7,58;Low
U1345;22;Young Adults;UK;Amazon Music;Rock;0,8;322;Adele;Free;Afternoon;47,5;Medium;25,16;Medium
U1346;28;Adults;UK;Deezer;Reggae;6,6;378;Bad Bunny;Free;Night;31,8;Medium;43,93;Medium
U1347;20;Young Adults;Australia;Tidal;Reggae;1,8;132;BTS;Free;Night;50,1;High;44,99;Medium
U1348;23;Young Adults;Australia;Deezer;Reggae;5,9;253;Dua Lipa;Premium;Night;30,8;Medium;29,29;Medium
U1349;42;Adults;Brazil;Spotify;Pop;5,9;424;The Weeknd;Premium;Night;82,3;Very High;59,84;High
U1350;21;Young Adults;India;Amazon Music;EDM;3,6;27;Bad Bunny;Premium;Morning;88,1;Very High;31,22;Medium
U1351;26;Adults;UK;Apple Music;Country;5;236;Ed Sheeran;Free;Morning;87,8;Very High;7,08;Low
U1352;44;Seniors;UK;Deezer;R&B;7,8;274;Billie Eilish;Free;Afternoon;74,4;High;6,92;Low
U1353;15;Youth;Japan;Deezer;EDM;0,9;490;The Weeknd;Free;Morning;31,7;Medium;26,57;Medium
U1354;47;Seniors;UK;Amazon Music;Rock;5,9;79;Adele;Premium;Morning;87,4;Very High;39,59;Medium
U1355;60;Seniors;Germany;Amazon Music;Jazz;6,5;36;Dua Lipa;Premium;Night;39,2;Medium;22,29;Low
U1356;52;Seniors;Germany;Tidal;Pop;2,7;415;Billie Eilish;Premium;Afternoon;13,3;Low;44,58;Medium
U1357;42;Adults;India;Apple Music;Hip-Hop;5;245;Taylor Swift;Premium;Afternoon;44,4;Medium;72,68;High
U1358;16;Youth;USA;Deezer;Metal;4,3;416;BTS;Premium;Night;76,1;Very High;54,23;High
U1359;35;Adults;UK;YouTube;Hip-Hop;3,5;307;Taylor Swift;Free;Night;77,3;Very High;56,83;High
U1360;57;Seniors;France;Amazon Music;Hip-Hop;3;233;Dua Lipa;Free;Morning;3,6;Low;54,43;High
U1361;25;Adults;South Korea;Deezer;Classical;5,3;114;Adele;Premium;Morning;57,6;High;49,65;Medium
U1362;13;Youth;India;YouTube;Hip-Hop;7;493;The Weeknd;Premium;Night;49,3;Medium;52,94;High
U1363;17;Youth;Brazil;Deezer;Reggae;4,3;463;Drake;Premium;Night;85,5;Very High;5,92;Low
U1364;49;Seniors;India;Tidal;Reggae;3,2;351;Post Malone;Free;Night;14,2;Low;9,37;Low
U1365;32;Adults;India;Deezer;Country;4,3;482;Billie Eilish;Free;Night;68,2;High;13,73;Low
U1366;44;Seniors;Brazil;YouTube;Pop;0,7;320;Billie Eilish;Premium;Afternoon;5,1;Low;23,04;Low
U1367;49;Seniors;Germany;Tidal;EDM;7,8;125;Taylor Swift;Premium;Afternoon;73,5;High;44,35;Medium
U1368;56;Seniors;UK;YouTube;Classical;7,7;267;Drake;Premium;Afternoon;67,8;High;5,79;Low
U1369;22;Young Adults;Japan;YouTube;Reggae;5,9;92;Taylor Swift;Free;Afternoon;84,2;Very High;2,61;Low
U1370;47;Seniors;France;Spotify;Metal;7,8;141;Ed Sheeran;Premium;Night;57,7;High;0,98;Low
U1371;49;Seniors;UK;Apple Music;Jazz;4,4;5;Post Malone;Premium;Afternoon;70,1;High;53,96;High
U1372;19;Young Adults;Canada;Tidal;EDM;9,4;452;Dua Lipa;Premium;Afternoon;60,7;High;39,26;Medium
U1373;41;Adults;UK;Spotify;Reggae;4,3;107;Drake;Premium;Morning;49,8;Medium;34,05;Medium
U1374;56;Seniors;France;Amazon Music;Rock;4,4;472;Ed Sheeran;Free;Morning;61,5;High;28,58;Medium
U1375;28;Adults;Germany;Deezer;Classical;8,1;85;Dua Lipa;Premium;Morning;10;Low;27,05;Medium
U1376;56;Seniors;Brazil;Deezer;R&B;1;129;Bad Bunny;Free;Morning;19,5;Low;49,34;Medium
U1377;30;Adults;Japan;Tidal;Country;8,4;249;Ed Sheeran;Premium;Afternoon;41,4;Medium;32,86;Medium
U1378;29;Adults;South Korea;Spotify;Classical;2,8;293;Dua Lipa;Premium;Night;37,8;Medium;23,16;Low
U1379;58;Seniors;Japan;YouTube;Hip-Hop;1;20;BTS;Premium;Afternoon;55;High;50,76;High
U1380;49;Seniors;France;YouTube;Metal;6,3;300;BTS;Free;Morning;55,8;High;11,62;Low
U1381;23;Young Adults;Japan;Tidal;Country;2,9;56;The Weeknd;Premium;Night;24,4;Low;25,59;Medium
U1382;45;Seniors;Japan;Apple Music;Metal;2,8;243;The Weeknd;Premium;Morning;57,5;High;38,83;Medium
U1383;37;Adults;Germany;Apple Music;Metal;0,5;153;Dua Lipa;Free;Night;30,1;Medium;75,41;Very High
U1384;38;Adults;Australia;Apple Music;Hip-Hop;8,9;431;Billie Eilish;Free;Night;78,8;Very High;13,44;Low
U1385;43;Adults;USA;Spotify;Country;4,3;99;BTS;Free;Morning;18,4;Low;71,03;High
U1386;54;Seniors;UK;Deezer;Classical;0,5;320;Adele;Premium;Afternoon;75,7;Very High;72,64;High
U1387;51;Seniors;India;Apple Music;Rock;6,5;345;Post Malone;Premium;Morning;48,3;Medium;0,5;Low
U1388;28;Adults;UK;YouTube;Pop;8,8;168;Dua Lipa;Free;Night;33,1;Medium;32,14;Medium
U1389;19;Young Adults;UK;Spotify;R&B;9,3;184;Dua Lipa;Free;Night;61,2;High;55,19;High
U1390;34;Adults;South Korea;YouTube;Country;9,7;41;The Weeknd;Free;Morning;13,3;Low;71,58;High
U1391;51;Seniors;Germany;Tidal;Jazz;4,7;143;Ed Sheeran;Premium;Night;33,8;Medium;38,87;Medium
U1392;53;Seniors;Canada;Amazon Music;Rock;8,9;78;Bad Bunny;Free;Night;86,2;Very High;62,42;High
U1393;25;Adults;USA;Tidal;Reggae;4,5;183;BTS;Free;Morning;21;Low;60,35;High
U1394;38;Adults;Brazil;YouTube;Rock;3,5;468;Ed Sheeran;Free;Night;87,5;Very High;8,39;Low
U1395;26;Adults;South Korea;Apple Music;Country;8,2;153;Post Malone;Premium;Morning;5,6;Low;36,89;Medium
U1396;59;Seniors;South Korea;Amazon Music;Metal;7,7;208;Billie Eilish;Free;Morning;8;Low;74,53;High
U1397;27;Adults;Germany;Tidal;Hip-Hop;2,7;267;Post Malone;Premium;Morning;41,3;Medium;15,28;Low
U1398;55;Seniors;India;Amazon Music;Metal;2,1;238;Adele;Premium;Afternoon;49;Medium;69,56;High
U1399;40;Adults;Germany;Spotify;Hip-Hop;9,6;133;Bad Bunny;Premium;Afternoon;57,6;High;59,97;High
U1400;50;Seniors;France;Spotify;Jazz;6,5;399;The Weeknd;Premium;Morning;80,2;Very High;27,28;Medium
U1401;22;Young Adults;Canada;Deezer;Jazz;3,7;471;Dua Lipa;Premium;Morning;18,9;Low;67,23;High
U1402;51;Seniors;Brazil;Apple Music;Hip-Hop;3,1;298;Taylor Swift;Premium;Afternoon;11,9;Low;31,32;Medium
U1403;42;Adults;Brazil;Tidal;Rock;5,3;304;Bad Bunny;Free;Night;4,4;Low;52,72;High
U1404;55;Seniors;South Korea;Amazon Music;R&B;3,7;193;Ed Sheeran;Free;Afternoon;36,9;Medium;1,42;Low
U1405;34;Adults;Japan;Apple Music;Hip-Hop;9,1;104;The Weeknd;Premium;Night;22,3;Low;59,63;High
U1406;20;Young Adults;Canada;Spotify;Jazz;5,2;402;Bad Bunny;Premium;Night;52,4;High;71,88;High
U1407;48;Seniors;UK;Deezer;Reggae;7,7;243;Taylor Swift;Premium;Night;50,4;High;10,74;Low
U1408;27;Adults;USA;Spotify;Jazz;7,5;281;Adele;Premium;Afternoon;34;Medium;32,59;Medium
U1409;23;Young Adults;Canada;YouTube;R&B;4,9;369;Dua Lipa;Premium;Morning;77,4;Very High;49,19;Medium
U1410;34;Adults;Australia;YouTube;EDM;0,9;327;Taylor Swift;Free;Afternoon;4,3;Low;48,32;Medium
U1411;27;Adults;India;Deezer;Hip-Hop;0,9;138;Post Malone;Free;Afternoon;10,9;Low;20,44;Low
U1412;45;Seniors;France;Spotify;EDM;8,9;63;Bad Bunny;Free;Afternoon;30,7;Medium;43,88;Medium
U1413;52;Seniors;South Korea;YouTube;Reggae;1,8;110;Ed Sheeran;Premium;Afternoon;15;Low;41,93;Medium
U1414;15;Youth;UK;Amazon Music;EDM;9,2;405;BTS;Free;Morning;13,4;Low;32,35;Medium
U1415;46;Seniors;USA;Deezer;EDM;7,4;18;The Weeknd;Free;Night;64,4;High;79,04;Very High
U1416;59;Seniors;Japan;Spotify;Jazz;0,7;329;Dua Lipa;Free;Afternoon;37;Medium;48,88;Medium
U1417;43;Adults;Brazil;Spotify;Country;5,6;93;Drake;Premium;Night;14,2;Low;32,85;Medium
U1418;15;Youth;Australia;YouTube;Reggae;7;31;BTS;Free;Morning;71,3;High;28,63;Medium
U1419;22;Young Adults;Australia;YouTube;EDM;6,2;352;Taylor Swift;Free;Night;5;Low;42,23;Medium
U1420;45;Seniors;Australia;Deezer;Rock;8,8;72;Adele;Premium;Night;40,4;Medium;7,45;Low
U1421;59;Seniors;India;Deezer;EDM;7,8;98;Ed Sheeran;Free;Afternoon;49,9;Medium;79,18;Very High
U1422;52;Seniors;Brazil;Spotify;Country;8,3;88;Dua Lipa;Free;Afternoon;17,1;Low;69,66;High
U1423;16;Youth;South Korea;Amazon Music;Classical;7,2;433;Billie Eilish;Premium;Morning;31,8;Medium;25,43;Medium
U1424;29;Adults;Germany;Deezer;Pop;7,3;168;Billie Eilish;Free;Afternoon;79,4;Very High;48,48;Medium
U1425;36;Adults;USA;Spotify;Hip-Hop;4;226;Bad Bunny;Free;Morning;57,3;High;18,93;Low
U1426;34;Adults;USA;YouTube;Jazz;0,4;158;Ed Sheeran;Free;Night;26,5;Medium;55,69;High
U1427;42;Adults;Germany;Apple Music;Reggae;5,3;178;Billie Eilish;Free;Night;41;Medium;25,71;Medium
U1428;36;Adults;India;Deezer;Pop;6,4;248;Bad Bunny;Premium;Morning;27,3;Medium;56,49;High
U1429;54;Seniors;Canada;YouTube;Reggae;4,1;410;Billie Eilish;Premium;Afternoon;69,4;High;62,15;High
U1430;31;Adults;Australia;Spotify;Pop;7;314;Dua Lipa;Premium;Afternoon;30,7;Medium;36,32;Medium
U1431;57;Seniors;Canada;YouTube;Classical;3,7;14;The Weeknd;Free;Night;88,9;Very High;51,56;High
U1432;14;Youth;Japan;Apple Music;R&B;1,1;493;Billie Eilish;Free;Night;25,6;Medium;75,67;Very High
U1433;28;Adults;Australia;YouTube;Pop;4,5;107;Post Malone;Premium;Night;14,9;Low;50,68;High
U1434;35;Adults;Germany;YouTube;R&B;3,5;55;Dua Lipa;Premium;Night;8,2;Low;18,14;Low
U1435;34;Adults;Japan;Spotify;EDM;4,5;114;Taylor Swift;Free;Afternoon;73;High;37,76;Medium
U1436;30;Adults;Canada;YouTube;Hip-Hop;2,1;495;Ed Sheeran;Free;Morning;13,1;Low;47,22;Medium
U1437;21;Young Adults;France;Amazon Music;R&B;6,4;479;Billie Eilish;Free;Night;39,7;Medium;1,58;Low
U1438;51;Seniors;Canada;Apple Music;R&B;2,4;39;Post Malone;Premium;Morning;52,9;High;32,53;Medium
U1439;29;Adults;UK;Apple Music;Jazz;5,2;367;Post Malone;Free;Afternoon;53,9;High;66,07;High
U1440;51;Seniors;Japan;Deezer;Metal;1,6;65;Drake;Free;Morning;38,2;Medium;33,47;Medium
U1441;57;Seniors;Germany;Amazon Music;EDM;8;111;Ed Sheeran;Free;Morning;29,1;Medium;39,12;Medium
U1442;19;Young Adults;UK;Deezer;R&B;6,9;175;The Weeknd;Free;Afternoon;5,4;Low;58,97;High
U1443;38;Adults;France;Spotify;Metal;5,6;10;Drake;Free;Afternoon;84,5;Very High;22,86;Low
U1444;46;Seniors;USA;Deezer;Jazz;7,6;25;BTS;Premium;Afternoon;88,6;Very High;37,24;Medium
U1445;55;Seniors;USA;Amazon Music;Rock;8,9;431;Billie Eilish;Premium;Night;61,2;High;67,73;High
U1446;33;Adults;Australia;Apple Music;Rock;1,2;87;Bad Bunny;Free;Morning;75,4;Very High;30,94;Medium
U1447;57;Seniors;UK;Spotify;EDM;3,1;2;BTS;Free;Night;16,9;Low;46,99;Medium
U1448;31;Adults;USA;YouTube;Country;1,7;75;Bad Bunny;Premium;Afternoon;7,1;Low;79,06;Very High
U1449;47;Seniors;Australia;YouTube;Hip-Hop;7,4;354;Ed Sheeran;Premium;Night;46,6;Medium;62,25;High
U1450;40;Adults;France;Apple Music;Rock;7,3;331;Taylor Swift;Free;Afternoon;68,6;High;72,18;High
U1451;34;Adults;India;Tidal;Rock;7,5;160;Ed Sheeran;Premium;Night;68,9;High;30,63;Medium
U1452;49;Seniors;India;Amazon Music;Reggae;8,6;7;Billie Eilish;Premium;Afternoon;43,7;Medium;34,06;Medium
U1453;27;Adults;South Korea;Tidal;Hip-Hop;6,5;429;Taylor Swift;Premium;Morning;88,6;Very High;52,23;High
U1454;58;Seniors;Canada;Tidal;Reggae;3,7;170;Bad Bunny;Free;Morning;44,2;Medium;37,49;Medium
U1455;23;Young Adults;USA;Deezer;Reggae;6,8;363;Billie Eilish;Premium;Morning;23,4;Low;65,65;High
U1456;51;Seniors;India;Amazon Music;Rock;7,4;80;BTS;Free;Morning;56,1;High;46,19;Medium
U1457;22;Young Adults;Japan;YouTube;Metal;5,4;307;Billie Eilish;Premium;Morning;13,1;Low;53,65;High
U1458;27;Adults;South Korea;Spotify;Country;3,4;127;Ed Sheeran;Free;Morning;71,8;High;58,01;High
U1459;18;Young Adults;Canada;Amazon Music;Metal;9;255;Billie Eilish;Premium;Night;81,4;Very High;67,79;High
U1460;29;Adults;Japan;Spotify;Jazz;3,1;418;Bad Bunny;Free;Morning;65,9;High;7,29;Low
U1461;31;Adults;Germany;Apple Music;Hip-Hop;9,5;124;The Weeknd;Premium;Night;30;Medium;31,58;Medium
U1462;38;Adults;Japan;Amazon Music;R&B;0,7;286;BTS;Free;Morning;8,9;Low;16,02;Low
U1463;28;Adults;Japan;Spotify;Jazz;3,1;236;Post Malone;Premium;Night;75,2;Very High;28,54;Medium
U1464;29;Adults;Canada;Apple Music;R&B;7,2;477;Taylor Swift;Free;Night;68,8;High;25,77;Medium
U1465;27;Adults;India;YouTube;Metal;5,3;267;Billie Eilish;Free;Afternoon;81,1;Very High;53,51;High
U1466;51;Seniors;Australia;Tidal;Hip-Hop;0,9;99;The Weeknd;Premium;Afternoon;23,3;Low;52,92;High
U1467;60;Seniors;UK;Deezer;EDM;5,6;429;Drake;Premium;Morning;58,2;High;69,86;High
U1468;26;Adults;Australia;Tidal;Rock;6,7;240;Taylor Swift;Free;Morning;79,4;Very High;12,58;Low
